"idx","id","type","nobs"
"2444","2010183025680","nv",67
"2445","2010183025693","nv",66
"2446","2010183025718","nv",34
"2447","2010183025755","nv",5
"2448","2010183025786","nv",67
"2449","2010183025787","nv",67
"2450","2010183025794","nv",67
"2451","2010183025799","nv",59
"2452","2010183025803","nv",51
"2453","2010183025805","nv",5
"2454","2010183025809","nv",4
"2455","2010183025825","nv",21
"2456","2010183025826","nv",25
"2457","2010183025837","nv",67
"2458","2010183025843","nv",28
"2459","2010183025844","nv",8
"2460","2010183025847","nv",1
"2461","2010183025858","nv",11
"2462","2010183025897","nv",67
"2463","2010183025947","nv",2
"2464","2010183025955","nv",47
"2465","2010183025956","nv",21
"2466","2010183025962","nv",67
"2467","2010183025963","nv",3
"2468","2010183025997","nv",10
"2469","2010183026009","nv",17
"2470","2010183026031","nv",67
"2471","2010183026040","nv",67
"2472","2010183026045","nv",10
"2473","2010183026050","nv",54
"2474","2010183026072","nv",67
"2475","2010183026135","nv",13
"2476","2010183026140","nv",2
"2477","2010183026145","nv",66
"2478","2010183026149","nv",64
"2479","2010183026174","nv",7
"2480","2010183026211","nv",67
"2481","2010183026212","nv",61
"2482","2010183026213","nv",60
"2483","2010183026214","nv",67
"2484","2010183026217","nv",8
"2485","2010183026218","nv",52
"2486","2010183026226","nv",67
"2487","2010183026248","nv",9
"2488","2010183026260","nv",65
"2489","2010183026299","nv",58
"2490","2010183026323","nv",32
"2491","2010183026355","nv",1
"2492","2010183026368","nv",61
"2493","2010183026400","nv",67
"2494","2010183026402","nv",35
"2495","2010183026426","nv",18
"2496","2010183026428","nv",2
"2497","2010183026438","nv",53
"2498","2010183026444","nv",2
"2499","2010183026471","nv",6
"2500","2010183026477","nv",2
"2501","2010183026481","nv",7
"2502","2010183026519","nv",51
"2503","2010183026523","nv",67
"2504","2010183026533","nv",37
"2505","2010183026543","nv",2
"2506","2010183026546","nv",50
"2507","2010183026548","nv",7
"2508","2010183026549","nv",41
"2509","2010183026552","nv",67
"2510","2010183026566","nv",1
"2511","2010183026567","nv",49
"2512","2010183026571","nv",67
"2513","2010183026575","nv",67
"2514","2010183026576","nv",67
"2515","2010183026582","nv",66
"2516","2010183026636","nv",2
"2517","2010183026666","nv",29
"2518","2010183026684","nv",1
"2519","2010183026718","nv",12
"2520","2010183026735","nv",4
"2521","2010183026739","nv",67
"2522","2010183026778","nv",16
"2523","2010183026805","nv",67
"2524","2010183026814","nv",45
"2525","2010183026816","nv",2
"2526","2010183026854","nv",1
"2527","2010183026865","nv",67
"2528","2010183026888","nv",66
"2529","2010183026893","nv",14
"2530","2010183026895","nv",67
"2531","2010183026948","nv",53
"2532","2010183026990","nv",20
"2533","2010183026995","nv",5
"2534","2010183026997","nv",18
"2535","2010183027067","nv",65
"2536","2010183027069","nv",34
"2537","2010183027086","nv",40
"2538","2010183027141","nv",5
"2539","2010183027144","nv",67
"2540","2010183027150","nv",51
"2541","2010183027174","nv",63
"2542","2010183027384","nv",59
"2543","2010183027385","nv",12
"2544","2010183027421","nv",15
"2545","2010183027430","nv",66
"2546","2010183027431","nv",65
"2547","2010183027464","nv",67
"2548","2010183027483","nv",2
"2549","2010183027520","nv",60
"2550","3009099001023","nv",10
"2551","3009099001067","nv",3
"2552","3009099001094","nv",27
"2553","3009099001144","nv",3
"2554","3009099001175","nv",3
"2555","3009099001313","nv",66
"2556","3009099001354","nv",69
"2557","3009099001355","nv",67
"2558","3009099001357","nv",32
"2559","3009099001371","nv",66
"2560","3009099001416","nv",1
"2561","3009099001417","nv",3
"2562","3009099001422","nv",42
"2563","3009099001435","nv",1
"2564","3009099001447","nv",8
"2565","3009099001483","nv",2
"2566","3009099001515","nv",1
"2567","3009099001528","nv",1
"2568","3009099001548","nv",21
"2569","3009099001559","nv",2
"2570","3009099001606","nv",8
"2571","3009099001656","nv",61
"2572","3009099001660","nv",4
"2573","3009099001665","nv",18
"2574","3009099001694","nv",2
"2575","3009099001714","nv",63
"2576","3009099001772","nv",4
"2577","3009099001787","nv",19
"2578","3009099001792","nv",59
"2579","3009099001794","nv",7
"2580","3009099001803","nv",66
"2581","3009099001857","nv",9
"2582","3009099001910","nv",5
"2583","3009099001914","nv",8
"2584","3009099001957","nv",65
"2585","3009099002044","nv",55
"2586","3009099002092","nv",2
"2587","3009099002103","nv",3
"2588","1021068060680","nv",8
"2589","1021068060912","nv",16
"2590","1021068060997","nv",17
"2591","1021068061026","nv",80
"2592","1021068061068","nv",26
"2593","1021068061117","nv",100
"2594","1021068061123","nv",26
"2595","1021068061152","nv",18
"2596","1021068061186","nv",100
"2597","1021068061246","nv",10
"2598","1021068061280","nv",14
"2599","1021068061378","nv",97
"2600","1021068061447","nv",87
"2601","1021068061553","nv",96
"2602","1021068061554","nv",14
"2603","1021068061571","nv",24
"2604","1021068061573","nv",93
"2605","1021068061574","nv",98
"2606","1021068061619","nv",6
"2607","1021068061627","nv",86
"2608","1021068061663","nv",8
"2609","1021068061698","nv",25
"2610","1021068061736","nv",100
"2611","1021068061740","nv",28
"2612","1021068061802","nv",9
"2613","1021068061821","nv",98
"2614","1021068061893","nv",33
"2615","1021068061931","nv",1
"2616","1021068061948","nv",100
"2617","1021068061993","nv",86
"2618","1021068062132","nv",76
"2619","1021068062153","nv",100
"2620","1021068062232","nv",17
"2621","1021068062398","nv",21
"2622","1021068062402","nv",96
"2623","1021068062441","nv",95
"2624","1021068062477","nv",100
"2625","1021068062543","nv",89
"2626","1021068062610","nv",3
"2627","1021068062666","nv",10
"2628","1021068062682","nv",77
"2629","1021068062703","nv",10
"2630","1021068062713","nv",100
"2631","1021068062739","nv",100
"2632","1021068062835","nv",85
"2633","1021068062856","nv",100
"2634","1021068062916","nv",100
"2635","1021068062969","nv",100
"2636","1021068063007","nv",100
"2637","1021068063195","nv",100
"2638","1021068063198","nv",100
"2639","3019095002034","nv",65
"2640","3019095002080","nv",5
"2641","3019095002091","nv",191
"2642","3019095002145","nv",1
"2643","3019095002181","nv",193
"2644","3019095002186","nv",3
"2645","3019095002312","nv",157
"2646","3019095002357","nv",26
"2647","3019095002410","nv",163
"2648","3019095002414","nv",1
"2649","3019095002436","nv",190
"2650","3019095002457","nv",181
"2651","3019095002474","nv",59
"2652","3019095002546","nv",2
"2653","3019095002554","nv",189
"2654","3019095002587","nv",175
"2655","3019095002588","nv",2
"2656","3019095002665","nv",5
"2657","3019095002686","nv",193
"2658","3019095002738","nv",33
"2659","3019095002789","nv",193
"2660","3019095002830","nv",67
"2661","3019095002837","nv",31
"2662","3019095002973","nv",6
"2663","3019095003021","nv",148
"2664","3019095003032","nv",156
"2665","3019095003037","nv",193
"2666","3019095003052","nv",187
"2667","3019095003139","nv",148
"2668","3019095003193","nv",1
"2669","3019095003227","nv",58
"2670","3019095003229","nv",3
"2671","3019095003258","nv",1
"2672","3019095003261","nv",193
"2673","3019095003282","nv",192
"2674","3019095003324","nv",104
"2675","3019095003360","nv",192
"2676","3019095003417","nv",193
"2677","3019095003443","nv",193
"2678","3019095003554","nv",188
"2679","3019095003565","nv",193
"2680","1001072061085","nv",30
"2681","1001072061310","nv",105
"2682","1001072061380","nv",24
"2683","1001072061435","nv",38
"2684","1001072061602","nv",173
"2685","1001072061641","nv",185
"2686","1001072061743","nv",201
"2687","1001072062005","nv",17
"2688","1001072062062","nv",49
"2689","1001072062074","nv",58
"2690","1001072062117","nv",201
"2691","1001072062125","nv",50
"2692","1001072062137","nv",17
"2693","1001072062148","nv",205
"2694","1001072062209","nv",145
"2695","1001072062277","nv",118
"2696","1001072062287","nv",252
"2697","1001072062350","nv",19
"2698","1001072062383","nv",250
"2699","1001072062398","nv",217
"2700","1001072062400","nv",203
"2701","1001072062437","nv",228
"2702","1001072062441","nv",237
"2703","1001072062498","nv",13
"2704","1001072062663","nv",29
"2705","1001072062666","nv",233
"2706","1001072062781","nv",260
"2707","1001072062826","nv",11
"2708","1001072062984","nv",54
"2709","1001072063224","nv",245
"2710","1001072063283","nv",208
"2711","1001072063404","nv",106
"2712","1001072063414","nv",112
"2713","1001072063751","nv",20
"2714","1001072064235","nv",9
"2715","1001072064868","nv",16
"2716","1001072065011","nv",160
"2717","1101072000241","nv",2
"2718","1101072000251","nv",69
"2719","1101072000254","nv",1
"2720","1101072000280","nv",14
"2721","1101072000317","nv",20
"2722","1101072000342","nv",4
"2723","1101072000363","nv",10
"2724","1101072000364","nv",9
"2725","1101072000464","nv",122
"2726","1101072000545","nv",158
"2727","1101072000550","nv",121
"2728","1101072000662","nv",191
"2729","1101072000683","nv",102
"2730","1101072000814","nv",65
"2731","1101072000872","nv",23
"2732","1101072000883","nv",6
"2733","1101072000960","nv",225
"2734","1101072001017","nv",39
"2735","1101072001045","nv",42
"2736","1101072001108","nv",6
"2737","1101072001133","nv",220
"2738","1101072001159","nv",243
"2739","1101072001160","nv",247
"2740","1101072001180","nv",229
"2741","1101072001199","nv",51
"2742","1101072001202","nv",171
"2743","1101072001261","nv",254
"2744","1101072001271","nv",78
"2745","1101072001313","nv",246
"2746","1101072001315","nv",264
"2747","1101072001375","nv",262
"2748","1101072001399","nv",263
"2749","1101072001421","nv",239
"2750","1101072001447","nv",214
"2751","2000185030870","nv",60
"2752","2000185031081","nv",60
"2753","2000185031242","nv",7
"2754","2000185031460","nv",3
"2755","2000185031653","nv",13
"2756","2000186025841","nv",1
"2757","2100185001045","nv",48
"2758","2100185001048","nv",1
"2759","2100186001074","nv",28
"2760","1109071030140","nv",81
"2761","1109071030173","nv",2
"2762","1109071030245","nv",11
"2763","1109071030305","nv",212
"2764","1109071030335","nv",5
"2765","1109071030431","nv",310
"2766","1109071030443","nv",240
"2767","1109071030447","nv",57
"2768","1109071030464","nv",26
"2769","1109071030570","nv",310
"2770","1109071030694","nv",310
"2771","1109071030701","nv",6
"2772","1109071030712","nv",128
"2773","1109071030739","nv",310
"2774","1109071030852","nv",135
"2775","1109071030853","nv",152
"2776","1109071030858","nv",303
"2777","1109071030881","nv",93
"2778","1109071030920","nv",286
"2779","1109071030944","nv",168
"2780","1109071031001","nv",217
"2781","1109071031173","nv",51
"2782","1109071031199","nv",32
"2783","1109071031259","nv",10
"2784","1109071031262","nv",35
"2785","1109071031303","nv",270
"2786","1109071031397","nv",27
"2787","1109071031493","nv",130
"2788","1109071031502","nv",163
"2789","1109071031511","nv",19
"2790","1109071031560","nv",310
"2791","1109071031626","nv",41
"2792","1109071031632","nv",164
"2793","1109071031657","nv",1
"2794","1109071031713","nv",303
"2795","1109071031721","nv",239
"2796","1109071031771","nv",181
"2797","1109071031779","nv",28
"2798","1109071031786","nv",88
"2799","1109071031828","nv",147
"2800","1109071031870","nv",83
"2801","1109071031890","nv",35
"2802","1109071031956","nv",310
"2803","1109071031996","nv",180
"2804","1109071032145","nv",268
"2805","1109071032162","nv",251
"2806","1109071032176","nv",310
"2807","1109071032204","nv",310
"2808","1121068004231","nv",48
"2809","1121068004238","nv",46
"2810","1121068004240","nv",284
"2811","1121068004245","nv",193
"2812","1121068004355","nv",234
"2813","1121068004381","nv",11
"2814","1121068004420","nv",295
"2815","1121068004424","nv",28
"2816","1121068004431","nv",300
"2817","1121068004464","nv",295
"2818","1121068004487","nv",300
"2819","1121068004541","nv",13
"2820","1121068004553","nv",26
"2821","1121068004554","nv",9
"2822","1121068004636","nv",29
"2823","1121068004658","nv",298
"2824","1121068004673","nv",128
"2825","1121068004712","nv",280
"2826","1121068004719","nv",36
"2827","1121068004789","nv",124
"2828","1121068004841","nv",111
"2829","1121068004856","nv",281
"2830","1121068004860","nv",15
"2831","1121068004862","nv",14
"2832","1121068004906","nv",289
"2833","1121068004933","nv",68
"2834","1121068004940","nv",300
"2835","1121068004948","nv",300
"2836","1121068005026","nv",38
"2837","1121068005046","nv",131
"2838","1121068005089","nv",22
"2839","1121068005112","nv",292
"2840","1121068005181","nv",13
"2841","1121068005206","nv",8
"2842","1121068005226","nv",290
"2843","1121068005236","nv",292
"2844","1121068005262","nv",12
"2845","1121068005266","nv",100
"2846","1121068005274","nv",95
"2847","1121068005352","nv",199
"2848","1121068005368","nv",136
"2849","1121068005436","nv",8
"2850","1121068005437","nv",294
"2851","1121068005500","nv",298
"2852","1121068005518","nv",300
"2853","1121068005523","nv",188
"2854","1121068006013","nv",300
"2855","1129063035287","nv",30
"2856","1129063035587","nv",80
"2857","1129063035601","nv",73
"2858","1129063035642","nv",1
"2859","1129063035731","nv",248
"2860","1129063035825","nv",251
"2861","1129063035909","nv",12
"2862","1129063035939","nv",12
"2863","1129063035943","nv",256
"2864","1129063035948","nv",21
"2865","1129063035979","nv",6
"2866","1129063035985","nv",257
"2867","1129063035991","nv",30
"2868","1129063036020","nv",9
"2869","1129063036031","nv",14
"2870","1129063036093","nv",7
"2871","1129063036137","nv",254
"2872","1129063036175","nv",257
"2873","1129063036213","nv",259
"2874","1129063036246","nv",7
"2875","1129063036305","nv",6
"2876","1129063036397","nv",254
"2877","1129063036421","nv",13
"2878","1129063036472","nv",258
"2879","1129063036528","nv",71
"2880","1129063036552","nv",186
"2881","1129063036593","nv",92
"2882","1129063036644","nv",167
"2883","1129063036651","nv",214
"2884","1129063036657","nv",102
"2885","1129063036740","nv",258
"2886","1129063036750","nv",41
"2887","1129063036805","nv",256
"2888","1129063036868","nv",180
"2889","1129063036882","nv",19
"2890","1129063036896","nv",224
"2891","1129063036916","nv",256
"2892","1129063036920","nv",142
"2893","1129063036967","nv",40
"2894","1129063036969","nv",178
"2895","1129063036983","nv",7
"2896","1129063037007","nv",11
"2897","1129063037014","nv",173
"2898","1129063037087","nv",259
"2899","1129063037129","nv",228
"2900","1129063037179","nv",86
"2901","1129063037193","nv",24
"2902","1140055009006","nv",54
"2903","1140055009097","nv",7
"2904","1140055009128","nv",210
"2905","1140055009187","nv",11
"2906","1140055009237","nv",192
"2907","1140055009252","nv",212
"2908","1140055009270","nv",217
"2909","1140055009352","nv",87
"2910","1140055009359","nv",69
"2911","1140055009373","nv",63
"2912","1140055009412","nv",31
"2913","1140055009414","nv",12
"2914","1140055009416","nv",22
"2915","1140055009475","nv",190
"2916","1140055009502","nv",4
"2917","1140055009504","nv",212
"2918","1140055009506","nv",18
"2919","1140055009544","nv",56
"2920","1140055009559","nv",55
"2921","1140055009706","nv",159
"2922","1140055009870","nv",17
"2923","1140055009883","nv",221
"2924","1140055009887","nv",28
"2925","1140055010016","nv",80
"2926","1140055010027","nv",30
"2927","1140055010043","nv",172
"2928","1140055010169","nv",19
"2929","1140055010227","nv",217
"2930","1140055010259","nv",49
"2931","1140055010324","nv",117
"2932","1140055010333","nv",22
"2933","1140055010404","nv",8
"2934","1140055010430","nv",5
"2935","1140056008360","nv",1
"2936","1140056008610","nv",31
"2937","1140056008649","nv",126
"2938","1140056008654","nv",29
"2939","1140056008660","nv",1
"2940","1140056008704","nv",51
"2941","1140056008714","nv",47
"2942","1140056008762","nv",17
"2943","1140056008771","nv",12
"2944","1140056008777","nv",11
"2945","1140056008822","nv",160
"2946","1140056008895","nv",5
"2947","1140056008898","nv",208
"2948","1140056008910","nv",139
"2949","1140056009033","nv",192
"2950","1140056009071","nv",65
"2951","1140056009090","nv",1
"2952","1140056009259","nv",31
"2953","1140056009286","nv",11
"2954","1140056009288","nv",5
"2955","1140056009433","nv",14
"2956","1140056009438","nv",209
"2957","1140056009502","nv",45
"2958","1140056009507","nv",16
"2959","1140056009622","nv",214
"2960","1149048037639","nv",17
"2961","1149048037711","nv",49
"2962","1149048037744","nv",13
"2963","1149048037812","nv",18
"2964","1149048037845","nv",44
"2965","1149048037946","nv",144
"2966","1149048037970","nv",133
"2967","1149048038011","nv",155
"2968","1149048038015","nv",74
"2969","1149048038058","nv",17
"2970","1149048038059","nv",40
"2971","1149048038071","nv",161
"2972","1149048038199","nv",3
"2973","1149048038241","nv",13
"2974","1149048038318","nv",46
"2975","1149048038344","nv",41
"2976","1149048038416","nv",151
"2977","1149048038430","nv",161
"2978","1149048038445","nv",158
"2979","1149048038518","nv",159
"2980","1149048038540","nv",3
"2981","1149048038554","nv",25
"2982","1149048038593","nv",11
"2983","1149048038595","nv",119
"2984","1149048038601","nv",144
"2985","1149048038620","nv",5
"2986","1149048038621","nv",11
"2987","1149048038622","nv",4
"2988","1149048038658","nv",3
"2989","1149048038660","nv",3
"2990","1149048038664","nv",143
"2991","1149048038686","nv",158
"2992","1149048038696","nv",1
"2993","1149048038701","nv",161
"2994","1149048038741","nv",2
"2995","1149048038762","nv",12
"2996","1149048038763","nv",161
"2997","1149048038795","nv",8
"2998","1149048038843","nv",5
"2999","1149048038905","nv",26
"3000","1149048038926","nv",161
"3001","1149048038931","nv",157
"3002","1149048039014","nv",8
"3003","1149048039121","nv",157
"3004","1149048039131","nv",23
"3005","1149048039145","nv",56
"3006","1149048039207","nv",161
"3007","1149048039217","nv",35
"3008","1149048039262","nv",161
"3009","2010274050830","nv",25
"3010","2010274050876","nv",33
"3011","2010274050881","nv",4
"3012","2010274050938","nv",31
"3013","2010274050996","nv",27
"3014","2010274051019","nv",31
"3015","2010274051081","nv",32
"3016","2010274051096","nv",33
"3017","2010274051124","nv",6
"3018","2010274051220","nv",31
"3019","2010274051265","nv",33
"3020","2010274051273","nv",7
"3021","2010274051312","nv",14
"3022","2010274051348","nv",33
"3023","2010274051542","nv",9
"3024","2010274051568","nv",19
"3025","2010274051569","nv",33
"3026","2010274051584","nv",33
"3027","2010274051625","nv",24
"3028","2010274051655","nv",1
"3029","2010274051656","nv",33
"3030","2010274051666","nv",33
"3031","2010274051680","nv",18
"3032","2010274051699","nv",4
"3033","2010274051738","nv",4
"3034","2010274051742","nv",33
"3035","2010274051788","nv",1
"3036","2010274051791","nv",25
"3037","2010274051795","nv",33
"3038","2010274051817","nv",29
"3039","2010274051831","nv",33
"3040","2010274051835","nv",33
"3041","2010274051839","nv",28
"3042","2010274051856","nv",9
"3043","2010274051876","nv",32
"3044","2010274051903","nv",32
"3045","2010274051924","nv",29
"3046","2010274051939","nv",33
"3047","2010274051958","nv",33
"3048","2010274051962","nv",33
"3049","2010274051979","nv",32
"3050","2010274051985","nv",33
"3051","2010274052008","nv",33
"3052","2010274052009","nv",33
"3053","2010274052023","nv",33
"3054","2010274052034","nv",33
"3055","2010274052037","nv",1
"3056","2010274052044","nv",2
"3057","2010274052060","nv",33
"3058","2010274052073","nv",33
"3059","2010274052133","nv",33
"3060","2010274052146","nv",5
"3061","2010274052178","nv",19
"3062","2010274052185","nv",33
"3063","2010274052188","nv",33
"3064","2010274052212","nv",33
"3065","2010274052216","nv",33
"3066","2010274052230","nv",33
"3067","2010274052242","nv",33
"3068","2010274052269","nv",33
"3069","2010274052304","nv",23
"3070","2010274052308","nv",33
"3071","2010274052312","nv",21
"3072","2010274052317","nv",33
"3073","2010274052334","nv",32
"3074","2010274052346","nv",30
"3075","2010274052403","nv",32
"3076","2010274052429","nv",33
"3077","2010274052448","nv",18
"3078","2010274052475","nv",33
"3079","2010274052477","nv",33
"3080","2010274052493","nv",33
"3081","2010274052500","nv",1
"3082","2010274052510","nv",1
"3083","2010274052544","nv",2
"3084","2010274052565","nv",33
"3085","2010274052567","nv",33
"3086","2010274052572","nv",33
"3087","2010274052585","nv",3
"3088","2010274052601","nv",33
"3089","2010274052612","nv",20
"3090","2010274052615","nv",32
"3091","2010274052621","nv",8
"3092","2010274052628","nv",20
"3093","2010274052640","nv",1
"3094","2010274052647","nv",15
"3095","2010274052664","nv",30
"3096","2010274052674","nv",33
"3097","2010274052676","nv",25
"3098","2010274052678","nv",33
"3099","2010274052683","nv",28
"3100","2010274052685","nv",33
"3101","2010274052686","nv",33
"3102","2010274052698","nv",24
"3103","2010274052711","nv",13
"3104","2010274052712","nv",24
"3105","2010274052749","nv",30
"3106","2010274052759","nv",33
"3107","2010274052760","nv",4
"3108","2010274052774","nv",32
"3109","2010274052782","nv",31
"3110","2010274052792","nv",1
"3111","2010274052805","nv",17
"3112","2010274052812","nv",31
"3113","2010274052840","nv",2
"3114","2010274052847","nv",33
"3115","2010274052867","nv",29
"3116","2010274052877","nv",24
"3117","2010274052887","nv",31
"3118","2010274052897","nv",31
"3119","2010274052908","nv",7
"3120","2010274052912","nv",33
"3121","2010274052923","nv",30
"3122","2010274052928","nv",33
"3123","2010274052942","nv",3
"3124","2010274052946","nv",33
"3125","2010274052993","nv",33
"3126","2010274053021","nv",33
"3127","2010274053031","nv",2
"3128","2010274053044","nv",15
"3129","2010274053077","nv",6
"3130","2010274053086","nv",30
"3131","2010274053119","nv",29
"3132","2010274053127","nv",30
"3133","2010274053165","nv",11
"3134","2010274053170","nv",7
"3135","2010274053191","nv",1
"3136","2010274053201","nv",33
"3137","2010274053211","nv",25
"3138","2010274053212","nv",33
"3139","2010274053213","nv",17
"3140","2010274053252","nv",33
"3141","2010274053254","nv",33
"3142","2010274053271","nv",33
"3143","2010274053273","nv",30
"3144","2010274053315","nv",33
"3145","2010274053325","nv",10
"3146","2010274053371","nv",33
"3147","2010274053372","nv",30
"3148","2010274053384","nv",23
"3149","2010274053390","nv",26
"3150","2010274053392","nv",32
"3151","2010274053396","nv",33
"3152","2010274053410","nv",31
"3153","2010274053413","nv",29
"3154","2010274053461","nv",14
"3155","2010274053465","nv",32
"3156","2010274053472","nv",33
"3157","2010274053513","nv",30
"3158","2010274053517","nv",2
"3159","2010274053525","nv",5
"3160","2010274053528","nv",1
"3161","2010274053533","nv",33
"3162","2010274053536","nv",25
"3163","2010274053546","nv",33
"3164","2010274053548","nv",33
"3165","2010274053567","nv",8
"3166","2010274053568","nv",3
"3167","2010274053571","nv",33
"3168","2010274053618","nv",33
"3169","2010274053635","nv",33
"3170","2010274053650","nv",33
"3171","2010274053656","nv",14
"3172","2010274053661","nv",33
"3173","2010274053665","nv",25
"3174","2010274053682","nv",31
"3175","2010274053683","nv",33
"3176","2010274053685","nv",33
"3177","2010274053731","nv",18
"3178","2010274053755","nv",33
"3179","2010274053773","nv",30
"3180","2010274053779","nv",33
"3181","2010274053792","nv",33
"3182","2010274053807","nv",27
"3183","2010274053815","nv",18
"3184","2010274053828","nv",30
"3185","2010274053839","nv",33
"3186","2010274053844","nv",9
"3187","2010274053848","nv",33
"3188","2010274053857","nv",33
"3189","2010274053864","nv",33
"3190","2010274053877","nv",22
"3191","2010274053884","nv",33
"3192","2010274053892","nv",33
"3193","2010274053895","nv",24
"3194","2010274053898","nv",26
"3195","2010274053900","nv",22
"3196","2010274053908","nv",10
"3197","2010274053910","nv",2
"3198","2010274053913","nv",5
"3199","2010274053914","nv",28
"3200","2010274053931","nv",33
"3201","2010274053933","nv",4
"3202","2010274053935","nv",33
"3203","2010274053972","nv",33
"3204","2010274053973","nv",29
"3205","2010274053977","nv",33
"3206","2010274053992","nv",12
"3207","2010274053998","nv",33
"3208","2010274054015","nv",33
"3209","2010274054019","nv",33
"3210","2010274054030","nv",28
"3211","2010274054035","nv",33
"3212","2010274054047","nv",33
"3213","2010274054069","nv",11
"3214","2010274054073","nv",33
"3215","2010274054076","nv",32
"3216","2010274054077","nv",33
"3217","2010274054100","nv",28
"3218","2010274054111","nv",21
"3219","2010274054129","nv",2
"3220","2010274054130","nv",2
"3221","2010274054174","nv",33
"3222","2010274054187","nv",6
"3223","2010274054189","nv",33
"3224","2010274054201","nv",33
"3225","2010274054217","nv",33
"3226","2010274054218","nv",27
"3227","2010274054242","nv",1
"3228","2010274054257","nv",33
"3229","2010274054259","nv",11
"3230","2010274054265","nv",29
"3231","2010274054280","nv",23
"3232","2010274054281","nv",30
"3233","2010274054294","nv",14
"3234","2010274054295","nv",33
"3235","2010274054303","nv",32
"3236","2010274054319","nv",18
"3237","2010274054325","nv",31
"3238","2010274054362","nv",29
"3239","2010274054367","nv",33
"3240","2010274054383","nv",33
"3241","2010274054402","nv",33
"3242","2010274054403","nv",33
"3243","2010274054404","nv",33
"3244","2010274054439","nv",33
"3245","2010274054442","nv",26
"3246","2010274054454","nv",32
"3247","2010274054472","nv",17
"3248","2010274054485","nv",32
"3249","2010274054489","nv",33
"3250","2010274054504","nv",1
"3251","2010274054511","nv",31
"3252","2010274054518","nv",33
"3253","2010274054526","nv",33
"3254","2010274054531","nv",8
"3255","2010274054537","nv",6
"3256","2010274054555","nv",4
"3257","2010274054565","nv",15
"3258","2010274054574","nv",2
"3259","2010274054615","nv",29
"3260","2010274054620","nv",33
"3261","2010274054641","nv",30
"3262","2010274054662","nv",30
"3263","2010274054669","nv",12
"3264","2010274054670","nv",9
"3265","2010274054675","nv",26
"3266","2010274054677","nv",26
"3267","2010274054679","nv",28
"3268","2010274054693","nv",11
"3269","2010274054703","nv",24
"3270","2010274054728","nv",9
"3271","2010274054757","nv",33
"3272","2010274054771","nv",33
"3273","2010274054786","nv",33
"3274","2010274054801","nv",33
"3275","2010274054830","nv",3
"3276","2010274054840","nv",28
"3277","2010274054845","nv",26
"3278","2010274054856","nv",3
"3279","2010274054867","nv",33
"3280","2010274054879","nv",32
"3281","2010274054883","nv",33
"3282","2010274054886","nv",33
"3283","2010274054900","nv",33
"3284","2010274054932","nv",33
"3285","2010274054943","nv",33
"3286","2010274054970","nv",20
"3287","2010274054971","nv",33
"3288","2010274055003","nv",33
"3289","2010274055005","nv",33
"3290","2010274055016","nv",1
"3291","2010274055043","nv",1
"3292","2010274055059","nv",33
"3293","2010274055070","nv",33
"3294","2010274055084","nv",33
"3295","2010274055107","nv",1
"3296","2010274055111","nv",33
"3297","2010274055128","nv",10
"3298","2010274055135","nv",20
"3299","2010274055144","nv",9
"3300","2010274055145","nv",22
"3301","2010274055146","nv",33
"3302","2010274055159","nv",29
"3303","2010274055165","nv",33
"3304","2010274055175","nv",2
"3305","2010274055177","nv",33
"3306","2010274055182","nv",33
"3307","2010274055185","nv",33
"3308","2010274055187","nv",33
"3309","2010274055224","nv",33
"3310","2010274055234","nv",26
"3311","2010274055270","nv",33
"3312","2010274055282","nv",33
"3313","2010274055294","nv",8
"3314","2010274055312","nv",9
"3315","2010274055341","nv",10
"3316","2010274055355","nv",33
"3317","2010274055362","nv",28
"3318","2010274055364","nv",9
"3319","2010274055365","nv",2
"3320","2010274055383","nv",33
"3321","2010274055386","nv",33
"3322","2010274055393","nv",33
"3323","2010274055410","nv",5
"3324","2010274055419","nv",33
"3325","2010274055432","nv",33
"3326","2010274055436","nv",33
"3327","2010274055449","nv",33
"3328","2010274055460","nv",29
"3329","2010274055467","nv",33
"3330","2010274055484","nv",11
"3331","2010274055493","nv",33
"3332","2010274055495","nv",29
"3333","2010274055516","nv",9
"3334","2010274055519","nv",26
"3335","2010274055542","nv",33
"3336","2010274055549","nv",29
"3337","2010274055584","nv",29
"3338","2010274055585","nv",29
"3339","2010274055595","nv",24
"3340","2010274055605","nv",1
"3341","2010274055610","nv",17
"3342","2010274055659","nv",20
"3343","2010274055668","nv",33
"3344","2010274055707","nv",31
"3345","2010274055730","nv",33
"3346","2010274055766","nv",33
"3347","2010274055797","nv",33
"3348","2010274055812","nv",33
"3349","2010274055827","nv",33
"3350","2010274055870","nv",17
"3351","2010274055884","nv",33
"3352","2010274055905","nv",33
"3353","2010274055936","nv",19
"3354","2010274055944","nv",33
"3355","2010274055968","nv",13
"3356","2010274055969","nv",30
"3357","2010274055982","nv",33
"3358","2010274055996","nv",33
"3359","2010274056007","nv",30
"3360","2010274056008","nv",33
"3361","2010274056041","nv",1
"3362","2010274056059","nv",29
"3363","2010274056064","nv",33
"3364","2010274056081","nv",33
"3365","2010274056107","nv",32
"3366","2010274056132","nv",16
"3367","2010274056133","nv",33
"3368","2010274056138","nv",7
"3369","2010274056151","nv",33
"3370","2010274056199","nv",1
"3371","2010274056208","nv",30
"3372","2010274056216","nv",33
"3373","2010274056222","nv",33
"3374","2010274056237","nv",33
"3375","2010274056256","nv",11
