"idx","id","type","nobs"
"1650","CSS090917:172342+302950","sn",7
"1651","CSS090917:220653+180125","sn",9
"1652","CSS090919:002956-043451","sn",7
"1653","CSS090922:003855+185627","sn",11
"1654","CSS090923:155452+320506","sn",8
"1655","CSS090925:001259+144121","sn",8
"1656","CSS090927:162254+240801","sn",5
"1657","CSS090927:232926+040036","sn",11
"1658","CSS090929:034111-093547","sn",24
"1659","CSS091015:034944-031552","sn",30
"1660","CSS091016:004842-055119","sn",5
"1661","CSS091017:082858-003512","sn",18
"1662","CSS091018:091109+195945","sn",47
"1663","CSS091020:221124-091244","sn",5
"1664","CSS091021:022212+124023","sn",73
"1665","CSS091022:230125+013742","sn",16
"1666","CSS091024:231936+071839","sn",8
"1667","CSS091029:075648+320527","sn",5
"1668","CSS091106:020140+151958","sn",10
"1669","CSS091108:113307+244131","sn",5
"1670","CSS091109:020054+135215","sn",5
"1671","CSS091109:231545+140848","sn",39
"1672","CSS091110:120737+204213","sn",13
"1673","CSS091110:233850+281554","sn",9
"1674","CSS091111:015857-071658","sn",6
"1675","CSS091120:100525+511639","sn",11
"1676","CSS091120:231103+202620","sn",13
"1677","CSS091121:013728+253450","sn",12
"1678","CSS091121:085600-051945","sn",7
"1679","CSS091126:091059+153641","sn",7
"1680","CSS091126:124351-003454","sn",23
"1681","CSS091127:092855+170214","sn",5
"1682","CSS091215:022038+022415","sn",16
"1683","CSS091215:042652+001219","sn",27
"1684","CSS091217:110637+341952","sn",29
"1685","CSS091218:104011+223735","sn",9
"1686","CSS091220:004412+234425","sn",12
"1687","CSS100108:101213-014900","sn",6
"1688","CSS100112:025314+151808","sn",5
"1689","CSS100112:130905+170422","sn",307
"1690","CSS100113:032138+263650","sn",18
"1691","CSS100115:121710+253959","sn",116
"1692","CSS100209:035248+212505","sn",10
"1693","CSS100213:021444+161055","sn",8
"1694","CSS100214:115104+075849","sn",9
"1695","CSS100215:104515+142033","sn",7
"1696","CSS100215:125441+152418","sn",9
"1697","CSS100217:102913+404220","sn",297
"1698","CSS100217:112713+341752","sn",17
"1699","CSS100217:124243+325205","sn",13
"1700","CSS100219:102916+273911","sn",8
"1701","CSS100304:105931+144850","sn",11
"1702","CSS100305:095941+174714","sn",6
"1703","CSS100312:093302+154909","sn",10
"1704","CSS100312:120855-033744","sn",5
"1705","CSS100313:112547-084941","sn",16
"1706","CSS100316:161320+331912","sn",27
"1707","CSS100317:092742+443437","sn",19
"1708","CSS100317:102731+401548","sn",8
"1709","CSS100317:123527+270403","sn",286
"1710","CSS100317:125924+275948","sn",18
"1711","CSS100317:151949+023120","sn",22
"1712","CSS100318:122954+470038","sn",28
"1713","CSS100318:134734+333104","sn",9
"1714","CSS100318:151440+282521","sn",34
"1715","CSS100320:083831+140039","sn",29
"1716","CSS100321:121444+433652","sn",16
"1717","CSS100326:151957+221953","sn",9
"1718","CSS100404:112205+092644","sn",16
"1719","CSS100408:093530+012832","sn",19
"1720","CSS100409:093619+292101","sn",41
"1721","CSS100409:135312+002031","sn",5
"1722","CSS100409:150524+025835","sn",116
"1723","CSS100410:153432+284746","sn",11
"1724","CSS100411:093357+384836","sn",159
"1725","CSS100412:075259+052930","sn",12
"1726","CSS100412:084758+510841","sn",12
"1727","CSS100505:082457+070715","sn",9
"1728","CSS100505:130031+414444","sn",25
"1729","CSS100507:103404+383230","sn",14
"1730","CSS100508:123628+144745","sn",14
"1731","CSS100509:105637+201442","sn",9
"1732","CSS100512:085247+531406","sn",6
"1733","CSS100512:115735+244228","sn",41
"1734","CSS100516:142856+201904","sn",8
"1735","CSS100516:154634+271419","sn",5
"1736","CSS100521:135046+192618","sn",283
"1737","CSS100603:142927+113909","sn",6
"1738","CSS100604:121133+471629","sn",169
"1739","CSS100613:204814-054813","sn",14
"1740","CSS100616:132357-193951","sn",7
"1741","CSS100616:163318+114505","sn",8
"1742","CSS100616:171654+313351","sn",6
"1743","CSS100617:224800+065725","sn",8
"1744","CSS100618:152341+185125","sn",8
"1745","CSS100705:232939+080029","sn",6
"1746","CSS100706:141532-094356","sn",195
"1747","CSS100910:001539+271250","sn",6
"1748","CSS100916:035656+083045","sn",5
"1749","CSS100930:230549+033121","sn",20
"1750","CSS101003:032949+063255","sn",8
"1751","CSS101008:001049+141039","sn",11
"1752","CSS101012:004005-063616","sn",10
"1753","CSS101012:223516-214154","sn",116
"1754","CSS101013:020630-080945","sn",6
"1755","CSS101013:024537-111239","sn",215
"1756","CSS101019:022415-155112","sn",24
"1757","CSS101019:175123+372421","sn",6
"1758","CSS101028:011942+302449","sn",8
"1759","CSS101028:031958-144708","sn",12
"1760","CSS101029:034043+010333","sn",8
"1761","CSS101101:084515+274924","sn",8
"1762","CSS101102:020958-195345","sn",5
"1763","CSS101102:071716+452304","sn",6
"1764","CSS101103:044445-221219","sn",19
"1765","CSS101103:090403+090528","sn",11
"1766","CSS101104:001051+214127","sn",6
"1767","CSS101105:020703+205114","sn",8
"1768","CSS101107:032602-004948","sn",48
"1769","CSS101108:003641-033660","sn",32
"1770","CSS101110:024837+072412","sn",32
"1771","CSS101110:082047+355337","sn",272
"1772","CSS101111:002928+151707","sn",20
"1773","CSS101113:030504-194039","sn",6
"1774","CSS101128:025330+094536","sn",35
"1775","CSS101128:033604+010604","sn",12
"1776","CSS101203:085402+350312","sn",41
"1777","CSS101208:051640+064754","sn",25
"1778","CSS101208:090601+292033","sn",18
"1779","CSS101210:045030-104417","sn",6
"1780","CSS101213:015021-214432","sn",6
"1781","CSS110103:090237+382708","sn",12
"1782","CSS110103:103548+215017","sn",24
"1783","CSS110104:121834+065950","sn",19
"1784","CSS110105:091911+394229","sn",29
"1785","CSS110108:105044+280049","sn",10
"1786","CSS110113:044530-072053","sn",8
"1787","CSS110113:090035+015650","sn",15
"1788","CSS110113:095800+195703","sn",59
"1789","CSS110114:095830-105315","sn",24
"1790","CSS110114:110833-130715","sn",11
"1791","CSS110116:112442+365842","sn",17
"1792","CSS110116:114913+382427","sn",8
"1793","CSS110125:043139+112541","sn",9
"1794","CSS110125:050738+071525","sn",14
"1795","CSS110128:070709+335300","sn",6
"1796","CSS110128:092739+284727","sn",33
"1797","CSS110128:111643+273419","sn",128
"1798","CSS110130:095426+445811","sn",136
"1799","CSS110204:031013+065516","sn",192
"1800","CSS110204:082649+202232","sn",19
"1801","CSS110205:102656+182907","sn",20
"1802","CSS110206:123132+230544","sn",19
"1803","CSS110208:104314-095352","sn",16
"1804","CSS110209:143913-005521","sn",6
"1805","CSS110212:131404+074013","sn",6
"1806","CSS110212:133216+070113","sn",19
"1807","CSS110223:103018+080347","sn",15
"1808","CSS110223:133040+343817","sn",15
"1809","CSS110224:084748+295733","sn",10
"1810","CSS110225:031227+191506","sn",7
"1811","CSS110225:132210+285258","sn",14
"1812","CSS110226:113725+324922","sn",14
"1813","CSS110302:121911+183052","sn",14
"1814","CSS110302:124524-051313","sn",6
"1815","CSS110308:133656+215742","sn",273
"1816","CSS110309:135547+211127","sn",9
"1817","CSS110310:073609+472716","sn",9
"1818","CSS110312:093827+525806","sn",5
"1819","CSS110316:142905+415445","sn",6
"1820","CSS110325:110751+185939","sn",8
"1821","CSS110327:094401+251523","sn",21
"1822","CSS110327:143650+230150","sn",13
"1823","CSS110328:125255+074652","sn",12
"1824","CSS110328:150718+265338","sn",18
"1825","CSS110330:123801+463910","sn",128
"1826","CSS110330:153559+211843","sn",62
"1827","CSS110404:090902+163354","sn",22
"1828","CSS110405:092253+215916","sn",13
"1829","CSS110405:141104+011153","sn",9
"1830","CSS110406:135058+261642","sn",40
"1831","CSS110406:150303+313155","sn",7
"1832","CSS110408:112155+242419","sn",172
"1833","CSS110414:170342+324553","sn",6
"1834","CSS110414:171419+435955","sn",12
"1835","CSS110424:135532-023001","sn",59
"1836","CSS110427:120801+491333","sn",16
"1837","CSS110427:130254+495229","sn",6
"1838","CSS110428:094544+410738","sn",20
"1839","CSS110429:143859+125116","sn",6
"1840","CSS110501:094825+204333","sn",5
"1841","CSS110512:141256+290215","sn",5
"1842","CSS110527:135427+305803","sn",58
"1843","CSS110607:113123-075009","sn",21
"1844","CSS110609:133005+471011","sn",6
"1845","CSS110609:151412+204632","sn",292
"1846","CSS110611:103736+351052","sn",35
"1847","CSS110612:115452+124123","sn",110
"1848","CSS110613:154852+625749","sn",62
"1849","CSS110623:131919-045106","sn",75
"1850","CSS110624:124242+003354","sn",55
"1851","CSS110630:121607-033431","sn",7
"1852","CSS110702:232920+032309","sn",6
"1853","CSS110918:164935+263347","sn",8
"1854","CSS110918:224027+031158","sn",16
"1855","CSS110918:225820+021730","sn",14
"1856","CSS110919:224602-160858","sn",5
"1857","CSS110923:042110+132804","sn",5
"1858","CSS110926:000156+065236","sn",6
"1859","CSS110930:071342+402826","sn",9
"1860","CSS110930:213006+033055","sn",5
"1861","CSS111017:013448+161423","sn",11
"1862","CSS111017:221651-031555","sn",11
"1863","CSS111020:223647+202131","sn",16
"1864","CSS111024:100409+354709","sn",10
"1865","CSS111027:021241-055634","sn",5
"1866","CSS111028:104207+380946","sn",236
"1867","CSS111030:023613+085848","sn",10
"1868","CSS111030:024850-080430","sn",17
"1869","CSS111103:021902-110027","sn",10
"1870","CSS111116:010537-023351","sn",7
"1871","CSS111122:110659+033442","sn",6
"1872","CSS111124:044711+073557","sn",10
"1873","CSS111128:045837-054847","sn",9
"1874","CSS111128:113705+152814","sn",279
"1875","CSS111129:233448+244502","sn",197
"1876","CSS111130:000253-280119","sn",5
"1877","CSS111130:085857+044130","sn",7
"1878","CSS111225:081044+402530","sn",7
"1879","CSS111225:140122+161705","sn",250
"1880","CSS111227:021338-110933","sn",8
"1881","CSS111227:044803-040823","sn",7
"1882","CSS111227:104742+021815","sn",7
"1883","CSS111228:103551+410959","sn",13
"1884","CSS111229:100811+515057","sn",15
"1885","CSS111229:102909+460458","sn",238
"1886","CSS111229:104531+432538","sn",134
"1887","CSS111229:121455-042508","sn",5
"1888","CSS111230:143658+163057","sn",9
"1889","CSS111231:044049+063112","sn",134
"1890","CSS120101:154353+181209","sn",6
"1891","CSS120103:124714-100347","sn",13
"1892","CSS120104:003320+034817","sn",119
"1893","CSS120113:075900+270957","sn",6
"1894","CSS120113:134558+323143","sn",39
"1895","CSS120118:105924+143218","sn",46
"1896","CSS120123:111134+342829","sn",23
"1897","CSS120123:114727+024325","sn",19
"1898","CSS120123:133657-030204","sn",16
"1899","CSS120125:122038+321740","sn",23
"1900","CSS120125:122958+100407","sn",23
"1901","CSS120125:124045+125321","sn",22
"1902","CSS120126:063845+672022","sn",8
"1903","CSS120127:153128-042103","sn",12
"1904","CSS120201:112525+251604","sn",11
"1905","CSS120210:073508+394354","sn",10
"1906","CSS120210:151342+160607","sn",13
"1907","CSS120218:111158+294206","sn",14
"1908","CSS120218:113445+211433","sn",119
"1909","CSS120219:112911+360021","sn",257
"1910","CSS120219:123935+163512","sn",5
"1911","CSS120222:092738+153503","sn",5
"1912","CSS120222:095634+180751","sn",6
"1913","CSS120223:101223+334336","sn",7
"1914","CSS120224:094326-065336","sn",12
"1915","CSS120224:100531-013042","sn",14
"1916","CSS120224:134312+322634","sn",11
"1917","CSS120225:104941+031730","sn",11
"1918","CSS120225:113149+085941","sn",10
"1919","CSS120229:150641+044048","sn",22
"1920","CSS120301:162036-102738","sn",13
"1921","CSS120302:145707+051018","sn",11
"1922","CSS120313:105530+145239","sn",6
"1923","CSS120317:114744+031755","sn",5
"1924","CSS120321:125020+063058","sn",6
"1925","CSS120322:130213+143141","sn",77
"1926","CSS120323:115546+503457","sn",8
"1927","CSS120325:123816-150632","sn",10
"1928","CSS120327:141750+052004","sn",10
"1929","CSS120328:122417+185529","sn",306
"1930","CSS120328:123356+233248","sn",15
"1931","CSS120328:152416+050318","sn",37
"1932","CSS120329:124746+161051","sn",19
"1933","CSS120401:100127+415736","sn",269
"1934","CSS120401:121337+462902","sn",17
"1935","CSS120401:135211+462820","sn",11
"1936","CSS120402:114913+555513","sn",8
"1937","CSS120411:114429+070346","sn",13
"1938","CSS120413:132702-014513","sn",13
"1939","CSS120415:170824+030104","sn",8
"1940","CSS120416:091631+075020","sn",39
"1941","CSS120416:104354+114017","sn",16
"1942","CSS120416:120240-095738","sn",13
"1943","CSS120418:113531+054254","sn",7
"1944","CSS120419:150533+243244","sn",9
"1945","CSS120419:150732+203300","sn",118
"1946","CSS120420:133548-212353","sn",22
"1947","CSS120421:135954+263914","sn",14
"1948","CSS120421:143501-071918","sn",11
"1949","CSS120422:083746+522004","sn",57
"1950","CSS120424:140216-112108","sn",12
"1951","CSS120425:174943+335724","sn",8
"1952","CSS120430:164142+291159","sn",9
"1953","CSS120501:152722+192749","sn",9
"1954","CSS120515:134044+193806","sn",7
"1955","CSS120515:150239+191451","sn",9
"1956","CSS120516:100524+131956","sn",5
"1957","CSS120516:133455+233452","sn",11
"1958","CSS120516:143823+232055","sn",10
"1959","CSS120524:103247+233628","sn",15
"1960","CSS120525:172227+431634","sn",12
"1961","CSS120530:154029+383518","sn",7
"1962","CSS120608:170727+115705","sn",8
"1963","CSS120610:165030+454419","sn",8
"1964","CSS120611:124020+155337","sn",7
"1965","CSS120612:104831+215524","sn",5
"1966","CSS120618:133350+260807","sn",6
"1967","CSS120620:135635+044652","sn",301
"1968","CSS120813:153936-024101","sn",38
"1969","CSS120825:221242+003043","sn",312
"1970","CSS120828:231622+241519","sn",22
"1971","CSS120914:004850+074554","sn",22
"1972","CSS120914:010533+084631","sn",8
"1973","CSS120919:235723-182711","sn",16
"1974","CSS120920:231013+303443","sn",15
"1975","CSS120923:224402+155150","sn",10
"1976","CSS120926:171458+344754","sn",16
"1977","CSS121005:212556+122328","sn",51
"1978","CSS121006:015926+014412","sn",225
"1979","CSS121006:232854+085452","sn",165
"1980","CSS121009:011101-172841","sn",10
"1981","CSS121009:014120-093343","sn",82
"1982","CSS121011:163803+372814","sn",263
"1983","CSS121013:012715+005224","sn",9
"1984","CSS121013:025604+005601","sn",18
"1985","CSS121015:004244+132827","sn",15
"1986","CSS121020:051457-130750","sn",6
"1987","CSS121026:164652+565105","sn",65
"1988","CSS121106:045816-161758","sn",10
"1989","CSS121107:023126+073032","sn",17
"1990","CSS121112:020130+261539","sn",9
"1991","CSS121112:024457+353043","sn",163
"1992","CSS121113:091919+171410","sn",7
"1993","CSS121120:015148+211622","sn",8
"1994","CSS121125:052126-165258","sn",24
"1995","CSS121204:050130-134346","sn",174
"1996","3019048005790","nv",53
"1997","3019048005816","nv",14
"1998","3019048005892","nv",55
"1999","3019048006042","nv",50
"2000","3019048006110","nv",25
"2001","3019048006208","nv",52
"2002","3019048006237","nv",55
"2003","3019048006280","nv",55
"2004","3019048006325","nv",6
"2005","3019048006499","nv",18
"2006","3019048006511","nv",1
"2007","3019048006524","nv",55
"2008","3019048006552","nv",4
"2009","3019048006554","nv",55
"2010","3019048006559","nv",55
"2011","3019048006565","nv",55
"2012","3019048006589","nv",48
"2013","3019048006735","nv",54
"2014","3019048006743","nv",37
"2015","3019048006751","nv",1
"2016","3019048006794","nv",55
"2017","3019048006823","nv",55
"2018","3019048006826","nv",55
"2019","3019048006938","nv",27
"2020","3019048006941","nv",55
"2021","3019048006981","nv",18
"2022","3019048006999","nv",55
"2023","3019048007000","nv",3
"2024","3019048007005","nv",37
"2025","3019048007043","nv",11
"2026","3019048007066","nv",6
"2027","3019048007152","nv",55
"2028","3019048007157","nv",49
"2029","3019048007161","nv",2
"2030","3019048007231","nv",55
"2031","3019048007274","nv",55
"2032","3019048007358","nv",22
"2033","3019048007368","nv",55
"2034","3019048007426","nv",11
"2035","3019048007459","nv",55
"2036","3019048007476","nv",42
"2037","3019048007489","nv",55
"2038","3019048007536","nv",55
"2039","3019048007639","nv",1
"2040","3019048007642","nv",53
"2041","3019048007650","nv",17
"2042","3019048007661","nv",53
"2043","3019048007665","nv",9
"2044","3019048007678","nv",55
"2045","3019048007693","nv",49
"2046","3019048007727","nv",13
"2047","3019048007729","nv",6
"2048","3019048007845","nv",55
"2049","3019048007850","nv",12
"2050","3019048007869","nv",55
"2051","3019048007915","nv",2
"2052","3019048007929","nv",44
"2053","3019048007938","nv",55
"2054","3019048007953","nv",14
"2055","3019048007958","nv",55
"2056","3019048007962","nv",55
"2057","3019048007963","nv",32
"2058","3019048007972","nv",55
"2059","3019048007998","nv",55
"2060","3019048008001","nv",33
"2061","3019048008003","nv",8
"2062","3019048008085","nv",55
"2063","3019048008087","nv",1
"2064","3019048008118","nv",55
"2065","3019048008179","nv",55
"2066","3019048008181","nv",52
"2067","3019048008205","nv",54
"2068","3019048008215","nv",55
"2069","3019048008217","nv",53
"2070","3019048008228","nv",47
"2071","3019048008233","nv",55
"2072","3019048008268","nv",55
"2073","3019048008280","nv",6
"2074","3019048008312","nv",49
"2075","3019048008372","nv",5
"2076","3019048008383","nv",55
"2077","3019048008395","nv",55
"2078","3019048008402","nv",2
"2079","3019048008414","nv",10
"2080","3019048008440","nv",24
"2081","3019048008461","nv",50
"2082","3019048008471","nv",55
"2083","3019048008487","nv",55
"2084","3019048008506","nv",54
"2085","3019048008514","nv",55
"2086","3019048008524","nv",7
"2087","3019048008530","nv",55
"2088","3019048008552","nv",55
"2089","3019048008588","nv",5
"2090","3019048008589","nv",55
"2091","3019048008592","nv",55
"2092","3019048008618","nv",55
"2093","3019048008634","nv",55
"2094","3019048008704","nv",29
"2095","3019048008710","nv",55
"2096","3019048008731","nv",22
"2097","3019048008747","nv",4
"2098","3019048008785","nv",55
"2099","3019048008806","nv",52
"2100","3019048008807","nv",4
"2101","3019048008808","nv",16
"2102","3019048008850","nv",55
"2103","3019048008886","nv",55
"2104","3019048008894","nv",44
"2105","3019048008947","nv",35
"2106","3019048008954","nv",6
"2107","3019048008982","nv",46
"2108","3019048009005","nv",55
"2109","3019048009018","nv",42
"2110","3019048009056","nv",39
"2111","3019048009060","nv",4
"2112","3019048009074","nv",1
"2113","3019048009075","nv",30
"2114","3019048009097","nv",55
"2115","3019048009119","nv",55
"2116","3019048009120","nv",26
"2117","3019048009171","nv",6
"2118","3019048009195","nv",55
"2119","3019048009200","nv",35
"2120","3019048009219","nv",4
"2121","3019048009220","nv",55
"2122","3019048009235","nv",35
"2123","3019048009342","nv",55
"2124","3019048009386","nv",13
"2125","3019048009430","nv",55
"2126","3019048009447","nv",55
"2127","3019048009487","nv",55
"2128","3019048009512","nv",11
"2129","3019048009563","nv",55
"2130","3019048009615","nv",11
"2131","3019048009638","nv",55
"2132","3019048009661","nv",54
"2133","3019048009741","nv",2
"2134","3019048009802","nv",55
"2135","3019048009844","nv",55
"2136","3019048009894","nv",55
"2137","3019048009922","nv",55
"2138","3019048009976","nv",4
"2139","3019048009983","nv",55
"2140","3019048010027","nv",55
"2141","3019048010090","nv",55
"2142","3019048010122","nv",55
"2143","3019048010219","nv",55
"2144","3019048010220","nv",55
"2145","1140028015766","nv",97
"2146","1140028015829","nv",123
"2147","1140028015866","nv",132
"2148","1140028015965","nv",132
"2149","1140028016018","nv",8
"2150","1140028016083","nv",3
"2151","1140028016162","nv",25
"2152","1140028016177","nv",130
"2153","1140028016205","nv",132
"2154","1140028016271","nv",11
"2155","1140028016273","nv",131
"2156","1140028016282","nv",7
"2157","1140028016296","nv",132
"2158","1140028016376","nv",73
"2159","1140028016438","nv",124
"2160","1140028016446","nv",103
"2161","1140028016539","nv",39
"2162","1140028016550","nv",132
"2163","1140028016719","nv",110
"2164","1140028016751","nv",84
"2165","1140028016783","nv",62
"2166","1140028016833","nv",37
"2167","1140028016845","nv",122
"2168","1140028016846","nv",132
"2169","1140028016949","nv",116
"2170","1140028016980","nv",124
"2171","1140028016996","nv",122
"2172","1140028016997","nv",104
"2173","1140028017009","nv",16
"2174","1140028017152","nv",61
"2175","1140028017242","nv",130
"2176","1140028017267","nv",77
"2177","1140028017327","nv",97
"2178","1140028017347","nv",132
"2179","1140028017366","nv",17
"2180","1140028017410","nv",132
"2181","1140028017423","nv",110
"2182","1140028017435","nv",132
"2183","1140028017461","nv",132
"2184","1140028017475","nv",117
"2185","1140028017478","nv",132
"2186","1140028017527","nv",75
"2187","1140028017528","nv",132
"2188","1140028017570","nv",97
"2189","1140028017582","nv",43
"2190","1140028017621","nv",132
"2191","1140028017643","nv",44
"2192","1140028017653","nv",118
"2193","1140028017660","nv",132
"2194","1140028017674","nv",91
"2195","1140028017685","nv",132
"2196","1140028017705","nv",131
"2197","1140028017727","nv",132
"2198","1140028017807","nv",132
"2199","1140028017850","nv",124
"2200","1140028017854","nv",2
"2201","1140028017857","nv",97
"2202","1140028017858","nv",90
"2203","1140028017920","nv",132
"2204","1140028017937","nv",130
"2205","1140028017951","nv",22
"2206","1140028017965","nv",76
"2207","1140028018033","nv",29
"2208","1140028018134","nv",132
"2209","1140028018159","nv",27
"2210","1140028018176","nv",132
"2211","1140028018201","nv",132
"2212","1140028018257","nv",72
"2213","1140028018343","nv",14
"2214","1140028018420","nv",122
"2215","1140028018443","nv",108
"2216","1140028018467","nv",132
"2217","1140028018473","nv",60
"2218","1140028018495","nv",132
"2219","1140028018503","nv",132
"2220","1140028018527","nv",132
"2221","1140028018590","nv",132
"2222","1140028018648","nv",132
"2223","1140028018677","nv",132
"2224","1140028018740","nv",132
"2225","1140028018806","nv",131
"2226","1140028018869","nv",130
"2227","1140028018908","nv",132
"2228","1140028018997","nv",132
"2229","1140028018998","nv",132
"2230","1140028019039","nv",132
"2231","1140028019090","nv",112
"2232","1140028019238","nv",132
"2233","1140028019319","nv",120
"2234","1149024069779","nv",96
"2235","1149024069835","nv",116
"2236","1149024070019","nv",114
"2237","1149024070120","nv",18
"2238","1149024070149","nv",17
"2239","1149024070165","nv",9
"2240","1149024070180","nv",119
"2241","1149024070221","nv",7
"2242","1149024070232","nv",3
"2243","1149024070297","nv",122
"2244","1149024070303","nv",106
"2245","1149024070338","nv",80
"2246","1149024070379","nv",74
"2247","1149024070380","nv",121
"2248","1149024070423","nv",120
"2249","1149024070431","nv",1
"2250","1149024070444","nv",122
"2251","1149024070478","nv",121
"2252","1149024070555","nv",99
"2253","1149024070557","nv",123
"2254","1149024070600","nv",11
"2255","1149024070670","nv",107
"2256","1149024070692","nv",45
"2257","1149024070694","nv",31
"2258","1149024070723","nv",121
"2259","1149024070749","nv",121
"2260","1149024070801","nv",119
"2261","1149024070823","nv",121
"2262","1149024070865","nv",121
"2263","1149024070882","nv",95
"2264","1149024070890","nv",105
"2265","1149024070957","nv",14
"2266","1149024070961","nv",73
"2267","1149024071071","nv",7
"2268","1149024071102","nv",121
"2269","1149024071126","nv",80
"2270","1149024071331","nv",1
"2271","1149024071353","nv",120
"2272","1149024071394","nv",25
"2273","1149024071476","nv",2
"2274","1149024071496","nv",121
"2275","1149024071503","nv",121
"2276","1149024071668","nv",119
"2277","1149024071720","nv",46
"2278","1149024071745","nv",2
"2279","1149024071753","nv",59
"2280","1149024071757","nv",5
"2281","1149024071766","nv",121
"2282","1149024071767","nv",114
"2283","1149024071771","nv",121
"2284","1149024071797","nv",68
"2285","1149024071810","nv",120
"2286","1149024071827","nv",86
"2287","1149024071875","nv",2
"2288","1149024071895","nv",121
"2289","1149024071922","nv",121
"2290","1149024071924","nv",77
"2291","1149024071926","nv",121
"2292","1149024071954","nv",3
"2293","1149024072043","nv",101
"2294","1149024072071","nv",121
"2295","1149024072078","nv",105
"2296","1149024072079","nv",121
"2297","1149024072109","nv",6
"2298","1149024072212","nv",121
"2299","1149024072235","nv",115
"2300","1149024072316","nv",74
"2301","1149024072321","nv",121
"2302","1149024072350","nv",97
"2303","1149024072353","nv",121
"2304","1149024072393","nv",117
"2305","1149024072447","nv",60
"2306","1149024072520","nv",119
"2307","1149024072582","nv",110
"2308","1149024072599","nv",121
"2309","1149024072670","nv",119
"2310","1149024072683","nv",122
"2311","1149024072702","nv",121
"2312","1149024072737","nv",122
"2313","1149024072904","nv",15
"2314","1149024072912","nv",121
"2315","1149024072929","nv",20
"2316","1149024072937","nv",13
"2317","1149024072974","nv",111
"2318","1149024073012","nv",122
"2319","1149024073020","nv",121
"2320","1149024073029","nv",121
"2321","1149024073116","nv",54
"2322","1149024073221","nv",121
"2323","1149024073337","nv",120
"2324","1149024073390","nv",121
"2325","1009071027373","nv",115
"2326","1009071027420","nv",57
"2327","1009071027448","nv",123
"2328","1009071027499","nv",80
"2329","1009071027558","nv",20
"2330","1009071027608","nv",2
"2331","1009071027779","nv",3
"2332","1009071027783","nv",4
"2333","1009071027845","nv",10
"2334","1009071027892","nv",5
"2335","1009071027915","nv",133
"2336","1009071027919","nv",8
"2337","1009071027934","nv",126
"2338","1009071027942","nv",131
"2339","1009071027960","nv",133
"2340","1009071027983","nv",133
"2341","1009071027988","nv",2
"2342","1009071028012","nv",28
"2343","1009071028033","nv",130
"2344","1009071028058","nv",37
"2345","1009071028073","nv",42
"2346","1009071028114","nv",93
"2347","1009071028115","nv",38
"2348","1009071028178","nv",43
"2349","1009071028182","nv",53
"2350","1009071028214","nv",65
"2351","1009071028236","nv",126
"2352","1009071028274","nv",17
"2353","1009071028356","nv",29
"2354","1009071028384","nv",120
"2355","1009071028412","nv",67
"2356","1009071028414","nv",3
"2357","1009071028459","nv",97
"2358","1009071028472","nv",7
"2359","1009071028503","nv",7
"2360","1009071028513","nv",132
"2361","1009071028559","nv",13
"2362","1009071028595","nv",133
"2363","1009071028627","nv",5
"2364","1009071028648","nv",103
"2365","1009071028665","nv",112
"2366","1009071028666","nv",125
"2367","1009071028698","nv",129
"2368","1009071028709","nv",133
"2369","1009071028801","nv",124
"2370","1009071028883","nv",88
"2371","1009071028933","nv",123
"2372","1009071028961","nv",7
"2373","1009071029038","nv",10
"2374","1009071029081","nv",133
"2375","1009071029178","nv",15
"2376","1009071029196","nv",16
"2377","1009071029245","nv",132
"2378","1009071029247","nv",62
"2379","1009071029256","nv",100
"2380","1009071029268","nv",5
"2381","2010183024717","nv",60
"2382","2010183024750","nv",5
"2383","2010183024785","nv",4
"2384","2010183024857","nv",34
"2385","2010183024858","nv",1
"2386","2010183024860","nv",6
"2387","2010183024899","nv",67
"2388","2010183024917","nv",3
"2389","2010183024932","nv",41
"2390","2010183024957","nv",63
"2391","2010183024963","nv",25
"2392","2010183024964","nv",4
"2393","2010183024970","nv",4
"2394","2010183024971","nv",67
"2395","2010183025021","nv",67
"2396","2010183025049","nv",13
"2397","2010183025084","nv",30
"2398","2010183025087","nv",1
"2399","2010183025096","nv",2
"2400","2010183025111","nv",17
"2401","2010183025125","nv",1
"2402","2010183025127","nv",2
"2403","2010183025128","nv",4
"2404","2010183025137","nv",67
"2405","2010183025157","nv",6
"2406","2010183025159","nv",32
"2407","2010183025198","nv",3
"2408","2010183025219","nv",67
"2409","2010183025220","nv",27
"2410","2010183025227","nv",2
"2411","2010183025235","nv",13
"2412","2010183025248","nv",3
"2413","2010183025267","nv",6
"2414","2010183025287","nv",1
"2415","2010183025302","nv",6
"2416","2010183025317","nv",59
"2417","2010183025328","nv",17
"2418","2010183025368","nv",7
"2419","2010183025374","nv",7
"2420","2010183025395","nv",3
"2421","2010183025442","nv",5
"2422","2010183025453","nv",42
"2423","2010183025467","nv",4
"2424","2010183025484","nv",45
"2425","2010183025493","nv",4
"2426","2010183025506","nv",2
"2427","2010183025507","nv",57
"2428","2010183025515","nv",3
"2429","2010183025528","nv",1
"2430","2010183025535","nv",49
"2431","2010183025540","nv",9
"2432","2010183025550","nv",7
"2433","2010183025563","nv",61
"2434","2010183025569","nv",67
"2435","2010183025587","nv",1
"2436","2010183025604","nv",1
"2437","2010183025620","nv",67
"2438","2010183025633","nv",67
"2439","2010183025638","nv",37
"2440","2010183025642","nv",22
"2441","2010183025651","nv",29
"2442","2010183025653","nv",67
"2443","2010183025667","nv",58
